id,SEQ.,Usina,size,Number,Tipo,Delivery date,Leilao,Potencia,"Garantia
Física (MWmédio)",Lotes Vendidos,Preço (R$/MW),Localização,Fonte,Mod.,Invest. Previsto  (R$),empresa_consorcio,Year,price_US$,inv_US$,GDP growth,Risk (EMBI+),Gross capital formation (% of GDP),FDI (% of GDP),Primary energy consumption (exajoules),G,exch,inv US$ billion
389,8,EOL Baixa do Feijão  IV,0.024,42,A-5,2016,Leilão 7/2011,30,13.7,13.3,97,nocity / RN ,Vento,PIE,"117,027,700.00",EDP Renováveis Brasil S.A.,2011,51.73057437,62411445,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.062411445
390,15,EOL Macambira I,0.024,42,A-5,2016,Leilão 7/2011,20,9.7,9.7,106.94,nocity / RN ,Vento,PIE,"73,325,200.00","Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",2011,57.03162498,39104688,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.039104688
391,16,EOL Macambira II,0.024,42,A-5,2016,Leilão 7/2011,18,9,9,106.82,nocity / RN ,Vento,PIE,"70,171,920.00","Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",2011,56.96762839,37423028,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.037423028
392,17,EOL Parque Eólico Cabeço Preto III,0.024,42,A-5,2016,Leilão 7/2011,28,13.6,13.6,108.12,nocity / RN ,Vento,PIE,"110,237,000.00","Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",2011,57.66092475,58789931,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.058789931
393,18,EOL Parque Eólico Cabeço Preto V,0.024,42,A-5,2016,Leilão 7/2011,28.8,14,14,106.96,nocity / RN ,Vento,PIE,"110,237,000.00","Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",2011,57.04229108,58789931,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.058789931
394,19,EOL Parque Eólico Cabeço Preto VI,0.024,42,A-5,2016,Leilão 7/2011,19.8,9.5,9.5,106.98,nocity / RN ,Vento,PIE,"77,580,000.00","Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",2011,57.05295718,41373793,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.041373793
395,37,EOL Carcará 2,0.024,42,A-5,2016,Leilão 7/2011,28.8,14.6,13.5,107.03,nocity / RN ,Vento,PIE,"101,889,000.00","Consórcio Carcará 2: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A.",2011,57.07962242,54337902,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.054337902
396,40,EOL Terral,0.024,42,A-5,2016,Leilão 7/2011,28.8,16,13.5,107.03,nocity / RN ,Vento,PIE,"101,687,000.00","Consórcio Terral: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A.",2011,57.07962242,54230174,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.054230174
397,41,EOL Morro dos Ventos II,0.024,42,A-5,2016,Leilão 7/2011,28.8,15.3,15.1,107.46,nocity / RN ,Vento,PIE,"115,200,000.00","Consórcio Desa Wind II: 
Dobrevê Energia S.A.
WF Wind Holding II S.A.",2011,57.30894352,61436723,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.061436723
398,26,EOL Modelo I,0.02,51,A-3,2014,Leilão 2/2011,28.8,15.9,3.6,98.52,nocity / RN ,Vento,PIE,"117,492,370.00","Consórcio EGP- Endesa: 
Enel Brasil Participações Ltda.
Endesa Brasil S.A.",2011,52.5411978,62659256,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.062659256
399,27,EOL Modelo II,0.02,51,A-3,2014,Leilão 2/2011,24,12.4,2.8,98.53,nocity / RN ,Vento,PIE,"98,422,790.00","Consórcio EGP- Endesa 
Enel Brasil Participações Ltda.
Endesa Brasil S.A.",2011,52.54653085,52489355,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.052489355
400,1,UHE Jirau (Ampliação),0.02,51,A-3,2014,Leilão 2/2011,450,209.3,209,102,nocity / RO ,Água,PIE,"1,514,278,640.00",Energia Sustentável do Brasil S.A.,2011,54.39709882,807572204,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.807572204
401,9,EOL Força 1,0.024,42,A-5,2016,Leilão 7/2011,22,9.9,9.9,104.9,nocity / RS ,Vento,PIE,"79,823,590.00",Enerfín do Brasil Sociedade de Energia Ltda,2011,55.943683,42570311,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.042570311
402,10,EOL Força 2,0.024,42,A-5,2016,Leilão 7/2011,28,12.4,12.4,104.9,nocity / RS ,Vento,PIE,"102,258,910.00",Enerfín do Brasil Sociedade de Energia Ltda,2011,55.943683,54535177,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.054535177
403,11,EOL Força 3,0.024,42,A-5,2016,Leilão 7/2011,22,9.5,9.5,104.9,nocity / RS ,Vento,PIE,"79,823,590.00",Enerfín do Brasil Sociedade de Energia Ltda,2011,55.943683,42570311,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.042570311
404,12,EOL Parque Eólico dos Indios 3,0.024,42,A-5,2016,Leilão 7/2011,22,8.8,8.8,103.99,nocity / RS ,Vento,PIE,"79,823,590.00","Consórcio Elecnor-Enerfín 2011-II: 
Enerfín do Brasil Sociedade de Energia Ltda
Elecnor, S.A.",2011,55.45837555,42570311,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.042570311
405,28,EOL Pontal 3B,0.024,42,A-5,2016,Leilão 7/2011,25.6,11,11,106.97,nocity / RS ,Vento,PIE,"102,140,400.00",Oleoplan S.A. - Óleos Vegetais Planalto,2011,57.04762413,54471975,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.054471975
406,7,EOL Cerro Chato IV,0.02,51,A-3,2014,Leilão 2/2011,10,3.3,3.3,97.17,nocity / RS ,Vento,PIE,"52,057,910.00","Consórcio Cerro Chato IV:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS",2011,51.8212362,27762738,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.027762738
407,8,EOL Cerro Chato V,0.02,51,A-3,2014,Leilão 2/2011,12,4,4,96.85,nocity / RS ,Vento,PIE,"59,592,770.00","Consórcio Cerro Chato V: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS",2011,51.65057864,31781116,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.031781116
408,9,EOL Cerro Chato VI,0.02,51,A-3,2014,Leilão 2/2011,30,9.3,9.3,96.39,nocity / RS ,Vento,PIE,"127,406,580.00","Consórcio Cerro Chato VI: :
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS",2011,51.40525839,67946552,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.067946552
409,10,Cerro dos Trindade,0.02,51,A-3,2014,Leilão 2/2011,8,2.8,2.8,97.32,nocity / RS ,Vento,PIE,"44,523,030.00","Consórcio Cerro dos Trindade: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS",2011,51.90123193,23744350,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.02374435
410,11,EOL Chuí I,0.02,51,A-3,2014,Leilão 2/2011,24,10.2,10.2,102.55,nocity / RS ,Vento,PIE,"91,305,000.00","Consórcio Chuí I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Chuí Energia Eólica Ltda.",2011,54.69041651,48693403,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.048693403
411,12,EOL Chuí II,0.02,51,A-3,2014,Leilão 2/2011,22,8.9,8.9,102.89,nocity / RS ,Vento,PIE,"84,030,000.00","Consórcio Chuí II:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Chuí Energia Eólica Ltda.",2011,54.87174017,44813610,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.04481361
412,13,EOL Chuí IV,0.02,51,A-3,2014,Leilão 2/2011,22,8.8,8.8,102.91,nocity / RS ,Vento,PIE,"84,030,000.00","Consórcio Chuí IV:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Chuí Energia Eólica Ltda.",2011,54.88240627,44813610,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.04481361
413,14,EOL Chuí V,0.02,51,A-3,2014,Leilão 2/2011,30,12.5,12.5,103.78,nocity / RS ,Vento,PIE,"114,065,000.00","Consórcio Chuí V:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Chuí Energia Eólica Ltda.",2011,55.34638153,60831422,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.060831422
414,20,EOL Ibirapuitã I,0.02,51,A-3,2014,Leilão 2/2011,30,9.6,9.6,96.49,nocity / RS ,Vento,PIE,"127,406,580.00","Consórcio Ibirapuitã I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS",2011,51.45858888,67946552,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.067946552
415,24,EOL Minuano I,0.02,51,A-3,2014,Leilão 2/2011,22,9.4,9.4,101.34,nocity / RS ,Vento,PIE,"84,030,000.00","Consórcio Minuano I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Minuano Energia Eólica Ltda.",2011,54.04511759,44813610,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.04481361
416,25,EOL Minuano II,0.02,51,A-3,2014,Leilão 2/2011,24,10.1,10.1,100.62,nocity / RS ,Vento,PIE,"91,305,000.00","Consórcio Minuano II: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Minuano Energia Eólica Ltda.",2011,53.66113807,48693403,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.048693403
417,42,EOL Verace I,0.02,51,A-3,2014,Leilão 2/2011,20,8.5,8.5,98.5,nocity / RS ,Vento,PIE,"76,110,000.00","Consórcio Verace I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.5305317,40589835,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.040589835
418,43,EOL Verace II,0.02,51,A-3,2014,Leilão 2/2011,20,8.3,8.3,98.64,nocity / RS ,Vento,PIE,"76,110,000.00","Consórcio Verace II: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.60519439,40589835,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.040589835
419,44,EOL Verace III,0.02,51,A-3,2014,Leilão 2/2011,26,11,11,98.19,nocity / RS ,Vento,PIE,"98,944,000.00","Consórcio Verace III: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.36520719,52767319,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.052767319
420,45,EOL Verace IV,0.02,51,A-3,2014,Leilão 2/2011,30,13.1,13.1,97.74,nocity / RS ,Vento,PIE,"114,065,000.00","Consórcio Verace VI: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.12521999,60831422,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.060831422
421,46,EOL Verace IX,0.02,51,A-3,2014,Leilão 2/2011,30,12.7,12.7,98.21,nocity / RS ,Vento,PIE,"114,065,000.00","Consórcio Verace IX:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.37587329,60831422,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.060831422
422,47,EOL Verace V,0.02,51,A-3,2014,Leilão 2/2011,30,12.4,12.4,98.21,nocity / RS ,Vento,PIE,"114,065,000.00","Consórcio Verace V:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.37587329,60831422,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.060831422
423,48,EOL Verace VI,0.02,51,A-3,2014,Leilão 2/2011,18,7.6,7.6,98.47,nocity / RS ,Vento,PIE,"68,511,000.00","Consórcio Verace VI:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.51453256,36537251,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.036537251
424,49,EOL Verace VII,0.02,51,A-3,2014,Leilão 2/2011,30,12.7,12.7,97.86,nocity / RS ,Vento,PIE,"114,065,000.00","Consórcio Verace VII:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.18921658,60831422,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.060831422
425,50,EOL Verace VIII,0.02,51,A-3,2014,Leilão 2/2011,26,10.8,10.8,98.19,nocity / RS ,Vento,PIE,"98,944,000.00","Consórcio Verace VIII:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.36520719,52767319,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.052767319
426,51,EOL Verace X,0.02,51,A-3,2014,Leilão 2/2011,28,12.1,12.1,98.43,nocity / RS ,Vento,PIE,"106,568,000.00","Consórcio Verace X
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda.",2011,52.49320036,56833236,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.056833236
427,42,UHE São Roque,0.024,42,A-5,2016,Leilão 7/2011,135,90.9,81.8,91.2,nocity / SC ,hidro,PIE,"652,002,390.00",Desenvix Energias Renováveis S.A.,2011,48.63740601,347716063,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.347716063
428,33,UTE Conquista do Pontal,0.024,42,A-5,2016,Leilão 7/2011,50,5.4,1,95,nocity / SP ,bagaco,PIE,"86,754,000.00",Usina Conquista do Pontal S.A.,2011,50.66396459,46266332,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.046266332
429,28,UTE Paranapanema,0.02,51,A-3,2014,Leilão 2/2011,60,24.7,12.4,101.49,nocity / SP ,bagaco,PIE,"107,100,000.00",UMOE Bioenergy S.A.,2011,54.12511333,57116954,3.974425406,194,21.82627609,3.915113195,11.48,201770.6,1.8751,0.057116954
430,1,UHE Santo Antonio do Jari,0.083,12,A-5,2017,Leilão 6/2012,73.4,21.6,20.9,82,nocity / AM,hidro,PIE,"243,500,080.00",ECE Participações S.A.,2012,40.13901806,119193343,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.119193343
431,2,UHE Cachoeira  do Caldeirão,0.083,12,A-5,2017,Leilão 6/2012,219,129.7,129.7,95.31,nocity / AM,hidro,PIE,"855,930,626.00",EDP - Energias do Brasil S.A.,2012,46.65426599,418978230,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.41897823
432,10,EOL Dois Riachos,0.083,12,A-5,2017,Leilão 6/2012,29.9,13.9,13.9,89.2,nocity / BA,Vento,PIE,"144,121,200.00","Consórcio EGP - Serra Azul: 
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)",2012,43.66341965,70547359,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.070547359
433,12,EOL São Salvador,0.083,12,A-5,2017,Leilão 6/2012,22.4,10.6,10.2,88.68,nocity / BA,Vento,PIE,"62,888,030.00",Renova Energia S.A.,2012,43.40887953,30783705,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.030783705
434,3,EOL Ventos do Norte 1,0.083,12,A-5,2017,Leilão 6/2012,28.8,16.6,16.6,87.77,nocity / MA,Vento,PIE,"77,770,000.00",Bioenergy Geradora de Energia S.A.,2012,42.96343433,38068432,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.038068432
435,4,EOL Ventos do Norte 2,0.083,12,A-5,2017,Leilão 6/2012,28.8,17,17,87.77,nocity / MA,Vento,PIE,"77,770,000.00",Bioenergy Geradora de Energia S.A.,2012,42.96343433,38068432,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.038068432
436,5,EOL Ventos do Norte 3,0.083,12,A-5,2017,Leilão 6/2012,28.8,16.6,16.6,87.77,nocity / MA,Vento,PIE,"77,770,000.00",Bioenergy Geradora de Energia S.A.,2012,42.96343433,38068432,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.038068432
437,6,EOL Ventos do Norte 4,0.083,12,A-5,2017,Leilão 6/2012,28.8,16.7,16.7,87.77,nocity / MA,Vento,PIE,"77,770,000.00",Bioenergy Geradora de Energia S.A.,2012,42.96343433,38068432,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.038068432
438,7,EOL Ventos do Norte 5,0.083,12,A-5,2017,Leilão 6/2012,28.8,16.7,16.7,87.77,nocity / MA,Vento,PIE,"77,770,000.00",Bioenergy Geradora de Energia S.A.,2012,42.96343433,38068432,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.038068432
439,8,EOL Ventos do Norte 6,0.083,12,A-5,2017,Leilão 6/2012,28.8,16.4,16.4,87.77,nocity / MA,Vento,PIE,"77,770,000.00",Bioenergy Geradora de Energia S.A.,2012,42.96343433,38068432,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.038068432
440,9,EOL Ventos do Norte 7,0.083,12,A-5,2017,Leilão 6/2012,28.8,16.2,16,87.77,nocity / MA,Vento,PIE,"77,770,000.00",Bioenergy Geradora de Energia S.A.,2012,42.96343433,38068432,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.038068432
441,11,EOL Granja Vargas 1,0.083,12,A-5,2017,Leilão 6/2012,28,11.5,11.5,87.5,nocity / RS ,Vento,PIE,"102,258,910.00",Enerfín do Brasil Sociedade de Energia Ltda.,2012,42.83126927,50055759,1.921150318,184,21.41722537,3.755022099,11.69,230625.6,2.0429,0.050055759
442,18,UTE ERB Candeias,0.008,119,A-5,2018,Leilão 10/2013,16.79,14.9,14.9,135.49,nocity / BA,cavaco,PIE,"38,400,000.00",ERB Aratinga S.A.,2013,57.85226302,16396243,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.016396243
443,38,EOL Banda de Couro,0.008,119,A-5,2018,Leilão 10/2013,29.7,12.9,12.5,121.8,nocity / BA,Vento,PIE,"103,950,000.00","Consórcio Banda de Couro: 
Brennand Energia Eólica S.A. (0,1 % - Líder)
Brennand Energia S.A. (50,9 %)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)",2013,52.00683177,44385141,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.044385141
444,39,EOL Baraúnas II,0.008,119,A-5,2018,Leilão 10/2013,21.6,7.8,7.8,119.99,nocity / BA,Vento,PIE,"75,600,000.00","Consórcio Baraúnas II:
Brennand Energia Eólica S.A. (0,1 % - Líder)
Brennand Energia S.A. (50,9 %)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)",2013,51.23398804,32280102,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.032280102
445,45,EOL Itaguaçu da Bahia,0.008,119,A-5,2018,Leilão 10/2013,28,14,12.1,120.02,nocity / BA,Vento,PIE,"96,077,000.00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",2013,51.24679761,41023484,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041023484
446,46,EOL Ventos de Santa Luiza,0.008,119,A-5,2018,Leilão 10/2013,28,14.2,12.2,120.01,nocity / BA,Vento,PIE,"96,077,000.00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",2013,51.24252775,41023484,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041023484
447,47,EOL Ventos de Santa Madalena,0.008,119,A-5,2018,Leilão 10/2013,28,14.7,12.7,120.01,nocity / BA,Vento,PIE,"96,077,000.00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",2013,51.24252775,41023484,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041023484
448,48,EOL Ventos de Santa Marcella,0.008,119,A-5,2018,Leilão 10/2013,28,13.6,11.7,120.02,nocity / BA,Vento,PIE,"96,077,000.00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",2013,51.24679761,41023484,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041023484
449,49,EOL Ventos de Santa Vera,0.008,119,A-5,2018,Leilão 10/2013,28,15.2,13.1,120.02,nocity / BA,Vento,PIE,"96,077,000.00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",2013,51.24679761,41023484,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041023484
450,50,EOL Ventos de Santo Antonio,0.008,119,A-5,2018,Leilão 10/2013,28,16.1,13.9,120.01,nocity / BA,Vento,PIE,"96,077,000.00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",2013,51.24252775,41023484,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041023484
451,51,EOL Ventos de São Bento,0.008,119,A-5,2018,Leilão 10/2013,28,14.4,12.4,120.01,nocity / BA,Vento,PIE,"96,077,000.00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",2013,51.24252775,41023484,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041023484
